origen;direccion;dia;hora
19;0;1;102400
19;0;1;103600
19;0;1;104800
19;0;1;110000
19;0;1;111200
19;0;1;112400
19;0;1;113600
19;0;1;114800
19;0;1;120000
19;0;1;121200
19;0;1;122400
19;0;1;123600
19;0;1;124800
19;0;1;130000
19;0;1;131200
19;0;1;132400
19;0;1;133600
19;0;1;134800
19;0;1;140000
19;0;1;141200
19;0;1;142400
19;0;1;143600
19;0;1;144800
19;0;1;150000
19;0;1;151200
19;0;1;152400
19;0;1;153600
19;0;1;154800
19;0;1;160000
19;0;1;161200
19;0;1;162400
19;0;1;163600
19;0;1;164800
19;0;1;170000
19;0;1;171200
19;0;1;172400
19;0;1;173600
19;0;1;174800
19;0;1;180000
19;0;1;181200
19;0;1;182400
19;0;1;183600
19;0;1;184800
19;0;1;190000
19;0;1;191200
19;0;1;192400
19;0;1;193600
19;0;1;194800
19;0;1;200000
19;0;1;201200
19;0;1;202400
19;0;1;203600
19;0;1;204800
19;0;1;210000
19;0;1;211200
19;0;1;212400
19;0;1;213600
19;0;1;214800
19;0;1;220600
19;0;2;80000
19;0;2;81800
19;0;2;83600
19;0;2;85400
19;0;2;91200
19;0;2;93000
19;0;2;94800
19;0;2;100600
19;0;2;102400
19;0;2;104200
19;0;2;110000
19;0;2;111800
19;0;2;113600
19;0;2;115400
19;0;2;121200
19;0;2;123000
19;0;2;124800
19;0;2;130600
19;0;2;132400
19;0;2;134200
19;0;2;140000
19;0;2;141800
19;0;2;143600
19;0;2;145400
19;0;2;151200
19;0;2;153000
19;0;2;154800
19;0;2;160600
19;0;2;162400
19;0;2;164200
19;0;2;170000
19;0;2;171800
19;0;2;173600
19;0;2;175400
19;0;2;181200
19;0;2;183000
19;0;2;184800
19;0;2;190600
19;0;2;192400
19;0;2;194200
19;0;2;200000
19;0;2;201800
19;0;2;203600
19;0;2;205400
19;0;2;211200
19;0;2;213000
19;0;2;214800
19;0;2;220600
17;0;0;64100
17;0;0;65300
17;0;0;70500
17;0;0;71700
17;0;0;72900
17;0;0;74100
17;0;0;75300
17;0;0;80500
17;0;0;81700
17;0;0;82900
17;0;0;83500
17;0;0;84100
17;0;0;84700
17;0;0;85300
17;0;0;85900
17;0;0;90500
17;0;0;91500
17;0;0;92700
17;0;0;93900
17;0;0;95100
17;0;0;100300
17;0;0;101500
17;0;0;102700
17;0;0;103900
17;0;0;105100
17;0;0;110300
17;0;0;111500
17;0;0;112700
17;0;0;113900
17;0;0;115100
17;0;0;120300
17;0;0;121500
17;0;0;122700
17;0;0;123900
17;0;0;125100
17;0;0;130300
17;0;0;131500
17;0;0;132700
17;0;0;133900
17;0;0;135100
17;0;0;140300
17;0;0;141500
17;0;0;142700
17;0;0;143900
17;0;0;145100
17;0;0;150300
17;0;0;151500
17;0;0;152700
17;0;0;153900
17;0;0;155100
17;0;0;160300
17;0;0;161500
17;0;0;162700
17;0;0;163900
17;0;0;165100
17;0;0;170500
17;0;0;171700
17;0;0;172900
17;0;0;174100
17;0;0;175300
17;0;0;180500
17;0;0;181700
17;0;0;182900
17;0;0;183500
17;0;0;184100
17;0;0;184700
17;0;0;185300
17;0;0;190300
17;0;0;191500
17;0;0;192700
17;0;0;193900
17;0;0;195100
17;0;0;200300
17;0;0;201500
17;0;0;202700
17;0;0;203900
17;0;0;205100
17;0;0;210300
17;0;0;211500
17;0;0;212700
17;0;0;213900
17;0;0;215100
17;0;0;220800
17;0;0;222600
17;0;1;81100
17;0;1;82300
17;0;1;83500
17;0;1;84700
17;0;1;85900
17;0;1;91100
17;0;1;92300
17;0;1;93500
17;0;1;94700
17;0;1;95900
17;0;1;101100
17;0;1;102300
17;0;1;103500
17;0;1;104700
17;0;1;105900
17;0;1;111100
17;0;1;112300
17;0;1;113500
17;0;1;114700
17;0;1;115900
17;0;1;121100
17;0;1;122300
17;0;1;123500
17;0;1;124700
17;0;1;125900
17;0;1;131100
17;0;1;132300
17;0;1;133500
17;0;1;134700
17;0;1;135900
17;0;1;141100
17;0;1;142300
17;0;1;143500
17;0;1;144700
17;0;1;145900
17;0;1;151100
17;0;1;152300
17;0;1;153500
17;0;1;154700
17;0;1;155900
17;0;1;161100
17;0;1;162300
17;0;1;163500
17;0;1;164700
17;0;1;165900
17;0;1;171100
17;0;1;172300
17;0;1;173500
17;0;1;174700
17;0;1;175900
17;0;1;181100
17;0;1;182300
17;0;1;183500
17;0;1;184700
17;0;1;185900
17;0;1;191100
17;0;1;192300
17;0;1;193500
17;0;1;194700
17;0;1;195900
17;0;1;201100
17;0;1;202300
17;0;1;203500
17;0;1;204700
17;0;1;205900
17;0;1;211100
17;0;1;212300
17;0;1;213500
17;0;1;214700
17;0;1;215900
17;0;1;221700
17;0;2;81100
17;0;2;82900
17;0;2;84700
17;0;2;90500
17;0;2;92300
17;0;2;94100
17;0;2;95900
17;0;2;101700
17;0;2;103500
17;0;2;105300
17;0;2;111100
17;0;2;112900
17;0;2;114700
17;0;2;120500
17;0;2;122300
17;0;2;124100
17;0;2;125900
17;0;2;131700
17;0;2;133500
17;0;2;135300
17;0;2;141100
17;0;2;142900
17;0;2;144700
17;0;2;150500
17;0;2;152300
17;0;2;154100
17;0;2;155900
17;0;2;161700
17;0;2;163500
17;0;2;165300
17;0;2;171100
17;0;2;172900
17;0;2;174700
17;0;2;180500
17;0;2;182300
17;0;2;184100
17;0;2;185900
17;0;2;191700
17;0;2;193500
17;0;2;195300
17;0;2;201100
17;0;2;202900
17;0;2;204700
17;0;2;210500
17;0;2;212300
17;0;2;214100
17;0;2;215900
17;0;2;221700
17;19;0;74000
17;19;0;75400
17;19;0;80800
17;19;0;82000
17;19;0;83200
17;19;0;84400
17;19;0;85600
17;19;0;90800
17;19;0;92000
17;19;0;93200
17;19;0;94400
17;19;0;95600
17;19;0;100800
17;19;0;102000
17;19;0;103200
17;19;0;104400
17;19;0;105600
17;19;0;110800
17;19;0;112000
17;19;0;113200
17;19;0;114400
17;19;0;115600
17;19;0;120800
17;19;0;122000
17;19;0;123200
17;19;0;124400
17;19;0;125600
17;19;0;130800
17;19;0;132000
17;19;0;133200
17;19;0;134400
17;19;0;135600
17;19;0;140800
17;19;0;142000
17;19;0;143200
17;19;0;144400
17;19;0;145600
17;19;0;150800
17;19;0;152000
17;19;0;153200
17;19;0;154400
17;19;0;155600
17;19;0;160800
17;19;0;162000
17;19;0;163200
17;19;0;164400
17;19;0;165600
17;19;0;170800
17;19;0;172000
17;19;0;173200
17;19;0;174400
17;19;0;175600
17;19;0;180800
17;19;0;182000
17;19;0;183200
17;19;0;184400
17;19;0;185600
17;19;0;190800
17;19;0;192000
17;19;0;193200
17;19;0;194400
17;19;0;195600
17;19;0;200800
17;19;0;202000
17;19;0;203200
17;19;0;204400
17;19;0;205600
17;19;0;210800
17;19;0;212000
17;19;0;213200
17;19;0;214400
17;19;0;215600
17;19;0;220800
17;19;0;222000
17;19;0;223200
17;19;0;224400
17;19;0;225600
17;19;0;231000
17;19;1;94000
17;19;1;95200
17;19;1;100400
17;19;1;101600
17;19;1;102800
17;19;1;104000
17;19;1;105200
17;19;1;110400
17;19;1;111600
17;19;1;112800
17;19;1;114000
17;19;1;115200
17;19;1;120400
17;19;1;121600
17;19;1;122800
17;19;1;124000
17;19;1;125200
17;19;1;130400
17;19;1;131600
17;19;1;132800
17;19;1;134000
17;19;1;135200
17;19;1;140400
17;19;1;141600
17;19;1;142800
17;19;1;144000
17;19;1;145200
17;19;1;150400
17;19;1;151600
17;19;1;152800
17;19;1;154000
17;19;1;155200
17;19;1;160400
17;19;1;161600
17;19;1;162800
17;19;1;164000
17;19;1;165200
17;19;1;170400
17;19;1;171600
17;19;1;172800
17;19;1;174000
17;19;1;175200
17;19;1;180400
17;19;1;181600
17;19;1;182800
17;19;1;184000
17;19;1;185200
17;19;1;190400
17;19;1;191600
17;19;1;192800
17;19;1;194000
17;19;1;195200
17;19;1;200400
17;19;1;201600
17;19;1;202800
17;19;1;204000
17;19;1;205200
17;19;1;210400
17;19;1;211600
17;19;1;212800
17;19;1;214000
17;19;1;215200
17;19;1;220400
17;19;1;221600
17;19;1;222800
17;19;1;224000
17;19;1;225200
17;19;1;230400
17;19;2;94000
17;19;2;95800
17;19;2;101600
17;19;2;103400
17;19;2;105200
17;19;2;111000
17;19;2;112800
17;19;2;114600
17;19;2;120400
17;19;2;122200
17;19;2;124000
17;19;2;125800
17;19;2;131600
17;19;2;133400
17;19;2;135200
17;19;2;141000
17;19;2;142800
17;19;2;144600
17;19;2;150400
17;19;2;152200
17;19;2;154000
17;19;2;155800
17;19;2;161600
17;19;2;163400
17;19;2;165200
17;19;2;171000
17;19;2;172800
17;19;2;174600
17;19;2;180400
17;19;2;182200
17;19;2;184000
17;19;2;185800
17;19;2;191600
17;19;2;193400
17;19;2;195200
17;19;2;201000
17;19;2;202800
17;19;2;204600
17;19;2;210400
17;19;2;212200
17;19;2;214000
17;19;2;215800
17;19;2;221600
17;19;2;223400
17;19;2;225200
13;0;0;64700
13;0;0;65900
13;0;0;71100
13;0;0;71700
13;0;0;72300
13;0;0;72900
13;0;0;73500
13;0;0;74100
13;0;0;74700
13;0;0;75300
13;0;0;75900
13;0;0;80500
13;0;0;81100
13;0;0;81700
13;0;0;82300
13;0;0;82900
13;0;0;83500
13;0;0;84100
13;0;0;84700
13;0;0;85300
13;0;0;85900
13;0;0;90500
13;0;0;91100
13;0;0;92100
13;0;0;93300
13;0;0;94500
13;0;0;95700
13;0;0;100900
13;0;0;102100
13;0;0;103300
13;0;0;104500
13;0;0;105700
13;0;0;110900
13;0;0;112100
13;0;0;113300
13;0;0;114500
13;0;0;115700
13;0;0;120900
13;0;0;122100
13;0;0;123300
13;0;0;124500
13;0;0;125700
13;0;0;130900
13;0;0;132100
13;0;0;133300
13;0;0;134500
13;0;0;135700
13;0;0;140900
13;0;0;142100
13;0;0;143300
13;0;0;144500
13;0;0;145700
13;0;0;150900
13;0;0;152100
13;0;0;153300
13;0;0;154500
13;0;0;155700
13;0;0;160900
13;0;0;162100
13;0;0;163300
13;0;0;164500
13;0;0;165700
13;0;0;171100
13;0;0;171700
13;0;0;172300
13;0;0;172900
13;0;0;173500
13;0;0;174100
13;0;0;174700
13;0;0;175300
13;0;0;175900
13;0;0;180500
13;0;0;181100
13;0;0;181700
13;0;0;182300
13;0;0;182900
13;0;0;183500
13;0;0;184100
13;0;0;184700
13;0;0;185300
13;0;0;185900
13;0;0;190900
13;0;0;192100
13;0;0;193300
13;0;0;194500
13;0;0;195700
13;0;0;200900
13;0;0;202100
13;0;0;203300
13;0;0;204500
13;0;0;205700
13;0;0;210900
13;0;0;212100
13;0;0;213300
13;0;0;214500
13;0;0;215700
13;0;0;221400
13;0;0;223200
13;0;1;81700
13;0;1;82900
13;0;1;84100
13;0;1;85300
13;0;1;90500
13;0;1;91700
13;0;1;92900
13;0;1;94100
13;0;1;95300
13;0;1;100500
13;0;1;101700
13;0;1;102900
13;0;1;104100
13;0;1;105300
13;0;1;110500
13;0;1;111700
13;0;1;112900
13;0;1;114100
13;0;1;115300
13;0;1;120500
13;0;1;121700
13;0;1;122900
13;0;1;124100
13;0;1;125300
13;0;1;130500
13;0;1;131700
13;0;1;132900
13;0;1;134100
13;0;1;135300
13;0;1;140500
13;0;1;141700
13;0;1;142900
13;0;1;144100
13;0;1;145300
13;0;1;150500
13;0;1;151700
13;0;1;152900
13;0;1;154100
13;0;1;155300
13;0;1;160500
13;0;1;161700
13;0;1;162900
13;0;1;164100
13;0;1;165300
13;0;1;170500
13;0;1;171700
13;0;1;172900
13;0;1;174100
13;0;1;175300
13;0;1;180500
13;0;1;181700
13;0;1;182900
13;0;1;184100
13;0;1;185300
13;0;1;190500
13;0;1;191700
13;0;1;192900
13;0;1;194100
13;0;1;195300
13;0;1;200500
13;0;1;201700
13;0;1;202900
13;0;1;204100
13;0;1;205300
13;0;1;210500
13;0;1;211700
13;0;1;212900
13;0;1;214100
13;0;1;215300
13;0;1;220500
13;0;1;222300
13;0;2;81700
13;0;2;83500
13;0;2;85300
13;0;2;91100
13;0;2;92900
13;0;2;94700
13;0;2;100500
13;0;2;102300
13;0;2;104100
13;0;2;105900
13;0;2;111700
13;0;2;113500
13;0;2;115300
13;0;2;121100
13;0;2;122900
13;0;2;124700
13;0;2;130500
13;0;2;132300
13;0;2;134100
13;0;2;135900
13;0;2;141700
13;0;2;143500
13;0;2;145300
13;0;2;151100
13;0;2;152900
13;0;2;154700
13;0;2;160500
13;0;2;162300
13;0;2;164100
13;0;2;165900
13;0;2;171700
13;0;2;173500
13;0;2;175300
13;0;2;181100
13;0;2;182900
13;0;2;184700
13;0;2;190500
13;0;2;192300
13;0;2;194100
13;0;2;195900
13;0;2;201700
13;0;2;203500
13;0;2;205300
13;0;2;211100
13;0;2;212900
13;0;2;214700
13;0;2;220500
13;0;2;222300
13;19;0;73300
13;19;0;74700
13;19;0;80100
13;17;0;80700
13;19;0;81300
13;17;0;81900
13;19;0;82500
13;17;0;83100
13;19;0;83700
13;17;0;84300
13;19;0;84900
13;17;0;85500
13;19;0;90100
13;17;0;90700
13;19;0;91300
13;17;0;91900
13;19;0;92500
13;17;0;93100
13;19;0;93700
13;19;0;94900
13;19;0;100100
13;19;0;101300
13;19;0;102500
13;19;0;103700
13;19;0;104900
13;19;0;110100
13;19;0;111300
13;19;0;112500
13;19;0;113700
13;19;0;114900
13;19;0;120100
13;19;0;121300
13;19;0;122500
13;19;0;123700
13;19;0;124900
13;19;0;130100
13;19;0;131300
13;19;0;132500
13;19;0;133700
13;19;0;134900
13;19;0;140100
13;19;0;141300
13;19;0;142500
13;19;0;143700
13;19;0;144900
13;19;0;150100
13;19;0;151300
13;19;0;152500
13;19;0;153700
13;19;0;154900
13;19;0;160100
13;19;0;161300
13;19;0;162500
13;19;0;163700
13;19;0;164900
13;19;0;170100
13;19;0;171300
13;19;0;172500
13;19;0;173700
13;19;0;174900
13;19;0;180100
13;19;0;181300
13;17;0;181900
13;19;0;182500
13;17;0;183100
13;19;0;183700
13;17;0;184300
13;19;0;184900
13;17;0;185500
13;19;0;190100
13;17;0;190700
13;19;0;191300
13;17;0;191900
13;19;0;192500
13;17;0;193100
13;19;0;193700
13;17;0;194300
13;19;0;194900
13;17;0;195500
13;19;0;200100
13;19;0;201300
13;19;0;202500
13;19;0;203700
13;19;0;204900
13;19;0;210100
13;19;0;211300
13;19;0;212500
13;19;0;213700
13;19;0;214900
13;19;0;220100
13;19;0;221300
13;19;0;222500
13;19;0;223700
13;19;0;224900
13;19;0;230200
13;19;1;93300
13;19;1;94500
13;19;1;95700
13;19;1;100900
13;19;1;102100
13;19;1;103300
13;19;1;104500
13;19;1;105700
13;19;1;110900
13;19;1;112100
13;19;1;113300
13;19;1;114500
13;19;1;115700
13;19;1;120900
13;19;1;122100
13;19;1;123300
13;19;1;124500
13;19;1;125700
13;19;1;130900
13;19;1;132100
13;19;1;133300
13;19;1;134500
13;19;1;135700
13;19;1;140900
13;19;1;142100
13;19;1;143300
13;19;1;144500
13;19;1;145700
13;19;1;150900
13;19;1;152100
13;19;1;153300
13;19;1;154500
13;19;1;155700
13;19;1;160900
13;19;1;162100
13;19;1;163300
13;19;1;164500
13;19;1;165700
13;19;1;170900
13;19;1;172100
13;19;1;173300
13;19;1;174500
13;19;1;175700
13;19;1;180900
13;19;1;182100
13;19;1;183300
13;19;1;184500
13;19;1;185700
13;19;1;190900
13;19;1;192100
13;19;1;193300
13;19;1;194500
13;19;1;195700
13;19;1;200900
13;19;1;202100
13;19;1;203300
13;19;1;204500
13;19;1;205700
13;19;1;210900
13;19;1;212100
13;19;1;213300
13;19;1;214500
13;19;1;215700
13;19;1;220900
13;19;1;222100
13;19;1;223300
13;19;1;224500
13;19;1;225700
13;19;2;93300
13;19;2;95100
13;19;2;100900
13;19;2;102700
13;19;2;104500
13;19;2;110300
13;19;2;112100
13;19;2;113900
13;19;2;115700
13;19;2;121500
13;19;2;123300
13;19;2;125100
13;19;2;130900
13;19;2;132700
13;19;2;134500
13;19;2;140300
13;19;2;142100
13;19;2;143900
13;19;2;145700
13;19;2;151500
13;19;2;153300
13;19;2;155100
13;19;2;160900
13;19;2;162700
13;19;2;164500
13;19;2;170300
13;19;2;172100
13;19;2;173900
13;19;2;175700
13;19;2;181500
13;19;2;183300
13;19;2;185100
13;19;2;190900
13;19;2;192700
13;19;2;194500
13;19;2;200300
13;19;2;202100
13;19;2;203900
13;19;2;205700
13;19;2;211500
13;19;2;213300
13;19;2;215100
13;19;2;220900
13;19;2;222700
13;19;2;224500
14;0;0;64600
14;0;0;65800
14;0;0;71000
14;0;0;71600
14;0;0;72200
14;0;0;72800
14;0;0;73400
14;0;0;74000
14;0;0;74600
14;0;0;75200
14;0;0;75800
14;0;0;80400
14;0;0;81000
14;0;0;81600
14;0;0;82200
14;0;0;82800
14;0;0;83400
14;0;0;84000
14;0;0;84600
14;0;0;85200
14;0;0;85800
14;0;0;90400
14;0;0;91000
14;0;0;92000
14;0;0;93200
14;0;0;94400
14;0;0;95600
14;0;0;100800
14;0;0;102000
14;0;0;103200
14;0;0;104400
14;0;0;105600
14;0;0;110800
14;0;0;112000
14;0;0;113200
14;0;0;114400
14;0;0;115600
14;0;0;120800
14;0;0;122000
14;0;0;123200
14;0;0;124400
14;0;0;125600
14;0;0;130800
14;0;0;132000
14;0;0;133200
14;0;0;134400
14;0;0;135600
14;0;0;140800
14;0;0;142000
14;0;0;143200
14;0;0;144400
14;0;0;145600
14;0;0;150800
14;0;0;152000
14;0;0;153200
14;0;0;154400
14;0;0;155600
14;0;0;160800
14;0;0;162000
14;0;0;163200
14;0;0;164400
14;0;0;165600
14;0;0;171000
14;0;0;171600
14;0;0;172200
14;0;0;172800
14;0;0;173400
14;0;0;174000
14;0;0;174600
14;0;0;175200
14;0;0;175800
14;0;0;180400
14;0;0;181000
14;0;0;181600
14;0;0;182200
14;0;0;182800
14;0;0;183400
14;0;0;184000
14;0;0;184600
14;0;0;185200
14;0;0;185800
14;0;0;190800
14;0;0;192000
14;0;0;193200
14;0;0;194400
14;0;0;195600
14;0;0;200800
14;0;0;202000
14;0;0;203200
14;0;0;204400
14;0;0;205600
14;0;0;210800
14;0;0;212000
14;0;0;213200
14;0;0;214400
14;0;0;215600
14;0;0;221300
14;0;0;223100
14;0;1;81600
14;0;1;82800
14;0;1;84000
14;0;1;85200
14;0;1;90400
14;0;1;91600
14;0;1;92800
14;0;1;94000
14;0;1;95200
14;0;1;100400
14;0;1;101600
14;0;1;102800
14;0;1;104000
14;0;1;105200
14;0;1;110400
14;0;1;111600
14;0;1;112800
14;0;1;114000
14;0;1;115200
14;0;1;120400
14;0;1;121600
14;0;1;122800
14;0;1;124000
14;0;1;125200
14;0;1;130400
14;0;1;131600
14;0;1;132800
14;0;1;134000
14;0;1;135200
14;0;1;140400
14;0;1;141600
14;0;1;142800
14;0;1;144000
14;0;1;145200
14;0;1;150400
14;0;1;151600
14;0;1;152800
14;0;1;154000
14;0;1;155200
14;0;1;160400
14;0;1;161600
14;0;1;162800
14;0;1;164000
14;0;1;165200
14;0;1;170400
14;0;1;171600
14;0;1;172800
14;0;1;174000
14;0;1;175200
14;0;1;180400
14;0;1;181600
14;0;1;182800
14;0;1;184000
14;0;1;185200
14;0;1;190400
14;0;1;191600
14;0;1;192800
14;0;1;194000
14;0;1;195200
14;0;1;200400
14;0;1;201600
14;0;1;202800
14;0;1;204000
14;0;1;205200
14;0;1;210400
14;0;1;211600
14;0;1;212800
14;0;1;214000
14;0;1;215200
14;0;1;220400
14;0;1;222200
14;0;2;81600
14;0;2;83400
14;0;2;85200
14;0;2;91000
14;0;2;92800
14;0;2;94600
14;0;2;100400
14;0;2;102200
14;0;2;104000
14;0;2;105800
14;0;2;111600
14;0;2;113400
14;0;2;115200
14;0;2;121000
14;0;2;122800
14;0;2;124600
14;0;2;130400
14;0;2;132200
14;0;2;134000
14;0;2;135800
14;0;2;141600
14;0;2;143400
14;0;2;145200
14;0;2;151000
14;0;2;152800
14;0;2;154600
14;0;2;160400
14;0;2;162200
14;0;2;164000
14;0;2;165800
14;0;2;171600
14;0;2;173400
14;0;2;175200
14;0;2;181000
14;0;2;182800
14;0;2;184600
14;0;2;190400
14;0;2;192200
14;0;2;194000
14;0;2;195800
14;0;2;201600
14;0;2;203400
14;0;2;205200
14;0;2;211000
14;0;2;212800
14;0;2;214600
14;0;2;220400
14;0;2;222200
14;19;0;73400
14;19;0;74800
14;19;0;80200
14;17;0;80800
14;19;0;81400
14;17;0;82000
14;19;0;82600
14;17;0;83200
14;19;0;83800
14;17;0;84400
14;19;0;85000
14;17;0;85600
14;19;0;90200
14;17;0;90800
14;19;0;91400
14;17;0;92000
14;19;0;92600
14;17;0;93200
14;19;0;93800
14;19;0;95000
14;19;0;100200
14;19;0;101400
14;19;0;102600
14;19;0;103800
14;19;0;105000
14;19;0;110200
14;19;0;111400
14;19;0;112600
14;19;0;113800
14;19;0;115000
14;19;0;120200
14;19;0;121400
14;19;0;122600
14;19;0;123800
14;19;0;125000
14;19;0;130200
14;19;0;131400
14;19;0;132600
14;19;0;133800
14;19;0;135000
14;19;0;140200
14;19;0;141400
14;19;0;142600
14;19;0;143800
14;19;0;145000
14;19;0;150200
14;19;0;151400
14;19;0;152600
14;19;0;153800
14;19;0;155000
14;19;0;160200
14;19;0;161400
14;19;0;162600
14;19;0;163800
14;19;0;165000
14;19;0;170200
14;19;0;171400
14;19;0;172600
14;19;0;173800
14;19;0;175000
14;19;0;180200
14;19;0;181400
14;17;0;182000
14;19;0;182600
14;17;0;183200
14;19;0;183800
14;17;0;184400
14;19;0;185000
14;17;0;185600
14;19;0;190200
14;17;0;190800
14;19;0;191400
14;17;0;192000
14;19;0;192600
14;17;0;193200
14;19;0;193800
14;17;0;194400
14;19;0;195000
14;17;0;195600
14;19;0;200200
14;19;0;201400
14;19;0;202600
14;19;0;203800
14;19;0;205000
14;19;0;210200
14;19;0;211400
14;19;0;212600
14;19;0;213800
14;19;0;215000
14;19;0;220200
14;19;0;221400
14;19;0;222600
14;19;0;223800
14;19;0;225000
14;19;0;230300
14;19;1;93400
14;19;1;94600
14;19;1;95800
14;19;1;101000
14;19;1;102200
14;19;1;103400
14;19;1;104600
14;19;1;105800
14;19;1;111000
14;19;1;112200
14;19;1;113400
14;19;1;114600
14;19;1;115800
14;19;1;121000
14;19;1;122200
14;19;1;123400
14;19;1;124600
14;19;1;125800
14;19;1;131000
14;19;1;132200
14;19;1;133400
14;19;1;134600
14;19;1;135800
14;19;1;141000
14;19;1;142200
14;19;1;143400
14;19;1;144600
14;19;1;145800
14;19;1;151000
14;19;1;152200
14;19;1;153400
14;19;1;154600
14;19;1;155800
14;19;1;161000
14;19;1;162200
14;19;1;163400
14;19;1;164600
14;19;1;165800
14;19;1;171000
14;19;1;172200
14;19;1;173400
14;19;1;174600
14;19;1;175800
14;19;1;181000
14;19;1;182200
14;19;1;183400
14;19;1;184600
14;19;1;185800
14;19;1;191000
